"","primary_com_name","species_group"
"2885","Gray-backed Hawk","Vultures, Hawks, and Allies"
"2886","Semiplumbeous Hawk","Vultures, Hawks, and Allies"
"2887","Black-faced Hawk","Vultures, Hawks, and Allies"
"2888","White-browed Hawk","Vultures, Hawks, and Allies"
"2889","Bermuda Hawk","Vultures, Hawks, and Allies"
"2890","Gray Hawk","Vultures, Hawks, and Allies"
"2891","Gray-lined Hawk","Vultures, Hawks, and Allies"
"2892","Red-shouldered Hawk","Vultures, Hawks, and Allies"
"2893","Ridgway's Hawk","Vultures, Hawks, and Allies"
"2894","Broad-winged Hawk","Vultures, Hawks, and Allies"
"2895","Hawaiian Hawk","Vultures, Hawks, and Allies"
"2896","Short-tailed Hawk","Vultures, Hawks, and Allies"
"2897","White-throated Hawk","Vultures, Hawks, and Allies"
"2898","Swainson's Hawk","Vultures, Hawks, and Allies"
"2899","Galapagos Hawk","Vultures, Hawks, and Allies"
"2900","Zone-tailed Hawk","Vultures, Hawks, and Allies"
"2901","Rufous-tailed Hawk","Vultures, Hawks, and Allies"
"2902","Red-tailed Hawk","Vultures, Hawks, and Allies"
"2903","Rough-legged Hawk","Vultures, Hawks, and Allies"
"2904","Ferruginous Hawk","Vultures, Hawks, and Allies"
"2905","Common Buzzard","Vultures, Hawks, and Allies"
"2906","Himalayan Buzzard","Vultures, Hawks, and Allies"
"2907","Eastern Buzzard","Vultures, Hawks, and Allies"
"2908","Mountain Buzzard","Vultures, Hawks, and Allies"
"2909","Forest Buzzard","Vultures, Hawks, and Allies"
"2910","Madagascar Buzzard","Vultures, Hawks, and Allies"
"2911","Cape Verde Buzzard","Vultures, Hawks, and Allies"
"2912","Socotra Buzzard","Vultures, Hawks, and Allies"
"2913","Long-legged Buzzard","Vultures, Hawks, and Allies"
"2914","Upland Buzzard","Vultures, Hawks, and Allies"
"2915","Red-necked Buzzard","Vultures, Hawks, and Allies"
"2916","Augur Buzzard","Vultures, Hawks, and Allies"
"2917","Archer's Buzzard","Vultures, Hawks, and Allies"
"2918","Jackal Buzzard","Vultures, Hawks, and Allies"
"2919","Sooty Owl","Owls"
"2920","Australian Masked-Owl","Owls"
"2921","Golden Masked-Owl","Owls"
"2922","Seram Masked-Owl","Owls"
"2923","Lesser Masked-Owl","Owls"
"2924","Manus Masked-Owl","Owls"
"2925","Taliabu Masked-Owl","Owls"
"2926","Minahassa Masked-Owl","Owls"
"2927","Sulawesi Masked-Owl","Owls"
"2928","Australasian Grass-Owl","Owls"
"2929","African Grass-Owl","Owls"
"2930","Barn Owl","Owls"
"2931","Andaman Masked-Owl","Owls"
"2932","Ashy-faced Owl","Owls"
"2933","Red Owl","Owls"
"2934","Oriental Bay-Owl","Owls"
"2935","Sri Lanka Bay-Owl","Owls"
"2936","Congo Bay-Owl","Owls"
"2937","White-fronted Scops-Owl","Owls"
"2938","Andaman Scops-Owl","Owls"
"2939","Reddish Scops-Owl","Owls"
"2940","Serendib Scops-Owl","Owls"
"2941","Sandy Scops-Owl","Owls"
"2942","Sokoke Scops-Owl","Owls"
"2943","Flores Scops-Owl","Owls"
"2944","Mountain Scops-Owl","Owls"
"2945","Rajah Scops-Owl","Owls"
"2946","Javan Scops-Owl","Owls"
"2947","Mentawai Scops-Owl","Owls"
"2948","Indian Scops-Owl","Owls"
"2949","Collared Scops-Owl","Owls"
"2950","Giant Scops-Owl","Owls"
"2951","Sunda Scops-Owl","Owls"
"2952","Japanese Scops-Owl","Owls"
"2953","Wallace's Scops-Owl","Owls"
"2954","Palawan Scops-Owl","Owls"
"2955","Philippine Scops-Owl","Owls"
"2956","Everett's Scops-Owl","Owls"
"2957","Negros Scops-Owl","Owls"
"2958","Mindoro Scops-Owl","Owls"
"2959","Moluccan Scops-Owl","Owls"
"2960","Rinjani Scops-Owl","Owls"
"2961","Mantanani Scops-Owl","Owls"
"2962","Ryukyu Scops-Owl","Owls"
"2963","Sulawesi Scops-Owl","Owls"
"2964","Sangihe Scops-Owl","Owls"
"2965","Siau Scops-Owl","Owls"
"2966","Sula Scops-Owl","Owls"
"2967","Biak Scops-Owl","Owls"
"2968","Simeulue Scops-Owl","Owls"
"2969","Enggano Scops-Owl","Owls"
"2970","Nicobar Scops-Owl","Owls"
"2971","Arabian Scops-Owl","Owls"
"2972","Eurasian Scops-Owl","Owls"
"2973","Cyprus Scops-Owl","Owls"
"2974","Pemba Scops-Owl","Owls"
"2975","Sao Tome Scops-Owl","Owls"
"2976","African Scops-Owl","Owls"
"2977","Pallid Scops-Owl","Owls"
"2978","Mindanao Scops-Owl","Owls"
"2979","Luzon Scops-Owl","Owls"
"2980","Moheli Scops-Owl","Owls"
"2981","Comoro Scops-Owl","Owls"
"2982","Seychelles Scops-Owl","Owls"
"2983","Oriental Scops-Owl","Owls"
"2984","Socotra Scops-Owl","Owls"
"2985","Anjouan Scops-Owl","Owls"
"2986","Mayotte Scops-Owl","Owls"
"2987","Reunion Scops-Owl","Owls"
"2988","Rodrigues Scops-Owl","Owls"
"2989","Mauritius Scops-Owl","Owls"
"2990","Madagascar Scops-Owl","Owls"
"2991","Torotoroka Scops-Owl","Owls"
"2992","Flammulated Owl","Owls"
"2993","Puerto Rican Owl","Owls"
"2994","Bare-shanked Screech-Owl","Owls"
"2995","Whiskered Screech-Owl","Owls"
"2996","White-throated Screech-Owl","Owls"
"2997","Tropical Screech-Owl","Owls"
"2998","Koepcke's Screech-Owl","Owls"
"2999","Rufescent Screech-Owl","Owls"
"3000","Cinnamon Screech-Owl","Owls"
"3001","Cloud-forest Screech-Owl","Owls"
"3002","Montane Forest Screech-Owl","Owls"
"3003","Middle American Screech-Owl","Owls"
"3004","Choco Screech-Owl","Owls"
"3005","Foothill Screech-Owl","Owls"
"3006","Long-tufted Screech-Owl","Owls"
"3007","Bearded Screech-Owl","Owls"
"3008","Balsas Screech-Owl","Owls"
"3009","Pacific Screech-Owl","Owls"
"3010","Western Screech-Owl","Owls"
"3011","Eastern Screech-Owl","Owls"
"3012","Santa Marta Screech-Owl","Owls"
"3013","Peruvian Screech-Owl","Owls"
"3014","Tawny-bellied Screech-Owl","Owls"
"3015","Black-capped Screech-Owl","Owls"
"3016","Palau Owl","Owls"
"3017","Bare-legged Owl","Owls"
"3018","Northern White-faced Owl","Owls"
"3019","Southern White-faced Owl","Owls"
"3020","Crested Owl","Owls"
"3021","Maned Owl","Owls"
"3022","Spectacled Owl","Owls"
"3023","Tawny-browed Owl","Owls"
"3024","Band-bellied Owl","Owls"
"3025","Great Horned Owl","Owls"
"3026","Eurasian Eagle-Owl","Owls"
"3027","Rock Eagle-Owl","Owls"
"3028","Pharaoh Eagle-Owl","Owls"
"3029","Cape Eagle-Owl","Owls"
"3030","Arabian Eagle-Owl","Owls"
"3031","Spotted Eagle-Owl","Owls"
"3032","Grayish Eagle-Owl","Owls"
"3033","Fraser's Eagle-Owl","Owls"
"3034","Usambara Eagle-Owl","Owls"
"3035","Spot-bellied Eagle-Owl","Owls"
"3036","Barred Eagle-Owl","Owls"
"3037","Shelley's Eagle-Owl","Owls"
"3038","Verreaux's Eagle-Owl","Owls"
"3039","Dusky Eagle-Owl","Owls"
"3040","Akun Eagle-Owl","Owls"
"3041","Philippine Eagle-Owl","Owls"
"3042","Snowy Owl","Owls"
"3043","Blakiston's Fish-Owl","Owls"
"3044","Brown Fish-Owl","Owls"
"3045","Tawny Fish-Owl","Owls"
"3046","Buffy Fish-Owl","Owls"
"3047","Pel's Fishing-Owl","Owls"
"3048","Rufous Fishing-Owl","Owls"
"3049","Vermiculated Fishing-Owl","Owls"
"3050","Northern Hawk Owl","Owls"
"3051","Eurasian Pygmy-Owl","Owls"
"3052","Pearl-spotted Owlet","Owls"
"3053","Northern Pygmy-Owl","Owls"
"3054","Costa Rican Pygmy-Owl","Owls"
"3055","Cloud-forest Pygmy-Owl","Owls"
"3056","Andean Pygmy-Owl","Owls"
"3057","Yungas Pygmy-Owl","Owls"
"3058","Subtropical Pygmy-Owl","Owls"
"3059","Central American Pygmy-Owl","Owls"
"3060","Tamaulipas Pygmy-Owl","Owls"
"3061","Colima Pygmy-Owl","Owls"
"3062","Amazonian Pygmy-Owl","Owls"
"3063","Pernambuco Pygmy-Owl","Owls"
"3064","Least Pygmy-Owl","Owls"
"3065","Ferruginous Pygmy-Owl","Owls"
"3066","Austral Pygmy-Owl","Owls"
"3067","Peruvian Pygmy-Owl","Owls"
"3068","Cuban Pygmy-Owl","Owls"
"3069","Red-chested Owlet","Owls"
"3070","Sjöstedt's Owlet","Owls"
"3071","Asian Barred Owlet","Owls"
"3072","Javan Owlet","Owls"
"3073","Jungle Owlet","Owls"
"3074","Chestnut-backed Owlet","Owls"
"3075","African Barred Owlet","Owls"
"3076","Chestnut Owlet","Owls"
"3077","Albertine Owlet","Owls"
"3078","Collared Owlet","Owls"
"3079","Sunda Owlet","Owls"
"3080","Elf Owl","Owls"
"3081","Long-whiskered Owlet","Owls"
"3082","Spotted Owlet","Owls"
"3083","Little Owl","Owls"
"3084","Forest Owlet","Owls"
"3085","White-browed Owl","Owls"
"3086","Burrowing Owl","Owls"
"3087","Mottled Owl","Owls"
"3088","Black-and-white Owl","Owls"
"3089","Black-banded Owl","Owls"
"3090","Rufous-banded Owl","Owls"
"3091","Spotted Wood-Owl","Owls"
"3092","Mottled Wood-Owl","Owls"
"3093","Brown Wood-Owl","Owls"
"3094","Tawny Owl","Owls"
"3095","Maghreb Owl","Owls"
"3096","Himalayan Owl","Owls"
"3097","Desert Owl","Owls"
"3098","Omani Owl","Owls"
"3099","Spotted Owl","Owls"
"3100","Barred Owl","Owls"
"3101","Cinereous Owl","Owls"
"3102","Fulvous Owl","Owls"
"3103","Rusty-barred Owl","Owls"
"3104","Rufous-legged Owl","Owls"
"3105","Chaco Owl","Owls"
"3106","Ural Owl","Owls"
"3107","Pere David's Owl","Owls"
"3108","Great Gray Owl","Owls"
"3109","African Wood-Owl","Owls"
"3110","Jamaican Owl","Owls"
"3111","Long-eared Owl","Owls"
"3112","Abyssinian Owl","Owls"
"3113","Madagascar Owl","Owls"
"3114","Striped Owl","Owls"
"3115","Stygian Owl","Owls"
"3116","Short-eared Owl","Owls"
"3117","Marsh Owl","Owls"
"3118","Fearful Owl","Owls"
"3119","Boreal Owl","Owls"
"3120","Northern Saw-whet Owl","Owls"
"3121","Bermuda Saw-whet Owl","Owls"
"3122","Unspotted Saw-whet Owl","Owls"
"3123","Buff-fronted Owl","Owls"
"3124","Rufous Owl","Owls"
"3125","Powerful Owl","Owls"
"3126","Barking Owl","Owls"
"3127","Sumba Boobook","Owls"
"3128","Andaman Boobook","Owls"
"3129","Southern Boobook","Owls"
"3130","Rote Boobook","Owls"
"3131","Timor Boobook","Owls"
"3132","Alor Boobook","Owls"
"3133","Morepork","Owls"
"3134","Least Boobook","Owls"
"3135","Brown Boobook","Owls"
"3136","Hume's Boobook","Owls"
"3137","Northern Boobook","Owls"
"3138","Chocolate Boobook","Owls"
"3139","Luzon Boobook","Owls"
"3140","Mindanao Boobook","Owls"
"3141","Mindoro Boobook","Owls"
"3142","Romblon Boobook","Owls"
"3143","Cebu Boobook","Owls"
"3144","Camiguin Boobook","Owls"
"3145","Sulu Boobook","Owls"
"3146","Ochre-bellied Boobook","Owls"
"3147","Togian Boobook","Owls"
"3148","Cinnabar Boobook","Owls"
"3149","Halmahera Boobook","Owls"
"3150","Tanimbar Boobook","Owls"
"3151","Seram Boobook","Owls"
"3152","Buru Boobook","Owls"
"3153","Christmas Island Boobook","Owls"
"3154","Papuan Boobook","Owls"
"3155","Manus Boobook","Owls"
"3156","Speckled Boobook","Owls"
"3157","Bismarck Boobook","Owls"
"3158","New Britain Boobook","Owls"
"3159","Solomons Boobook","Owls"
"3160","Papuan Owl","Owls"
"3161","Laughing Owl","Owls"
"3162","Speckled Mousebird","Mousebirds"
"3163","White-headed Mousebird","Mousebirds"
"3164","Red-backed Mousebird","Mousebirds"
"3165","White-backed Mousebird","Mousebirds"
"3166","Blue-naped Mousebird","Mousebirds"
"3167","Red-faced Mousebird","Mousebirds"
"3168","Cuckoo-roller","Cuckoo-Roller"
"3169","Eared Quetzal","Trogons and Quetzals"
"3170","Pavonine Quetzal","Trogons and Quetzals"
"3171","Golden-headed Quetzal","Trogons and Quetzals"
"3172","Resplendent Quetzal","Trogons and Quetzals"
"3173","White-tipped Quetzal","Trogons and Quetzals"
"3174","Crested Quetzal","Trogons and Quetzals"
"3175","Cuban Trogon","Trogons and Quetzals"
"3176","Hispaniolan Trogon","Trogons and Quetzals"
"3177","Lattice-tailed Trogon","Trogons and Quetzals"
"3178","Slaty-tailed Trogon","Trogons and Quetzals"
"3179","Blue-tailed Trogon","Trogons and Quetzals"
"3180","Ecuadorian Trogon","Trogons and Quetzals"
"3181","Black-tailed Trogon","Trogons and Quetzals"
"3182","Black-headed Trogon","Trogons and Quetzals"
"3183","Citreoline Trogon","Trogons and Quetzals"
"3184","White-tailed Trogon","Trogons and Quetzals"
"3185","Green-backed Trogon","Trogons and Quetzals"
"3186","Baird's Trogon","Trogons and Quetzals"
"3187","Gartered Trogon","Trogons and Quetzals"
"3188","Guianan Trogon","Trogons and Quetzals"
"3189","Amazonian Trogon","Trogons and Quetzals"
"3190","Blue-crowned Trogon","Trogons and Quetzals"
"3191","Surucua Trogon","Trogons and Quetzals"
"3192","Black-throated Trogon","Trogons and Quetzals"
"3193","Elegant Trogon","Trogons and Quetzals"
"3194","Mountain Trogon","Trogons and Quetzals"
"3195","Collared Trogon","Trogons and Quetzals"
"3196","Masked Trogon","Trogons and Quetzals"
"3197","Narina Trogon","Trogons and Quetzals"
"3198","Bare-cheeked Trogon","Trogons and Quetzals"
"3199","Bar-tailed Trogon","Trogons and Quetzals"
"3200","Javan Trogon","Trogons and Quetzals"
"3201","Sumatran Trogon","Trogons and Quetzals"
"3202","Malabar Trogon","Trogons and Quetzals"
"3203","Red-naped Trogon","Trogons and Quetzals"
"3204","Diard's Trogon","Trogons and Quetzals"
"3205","Philippine Trogon","Trogons and Quetzals"
"3206","Whitehead's Trogon","Trogons and Quetzals"
"3207","Cinnamon-rumped Trogon","Trogons and Quetzals"
"3208","Scarlet-rumped Trogon","Trogons and Quetzals"
"3209","Red-headed Trogon","Trogons and Quetzals"
"3210","Orange-breasted Trogon","Trogons and Quetzals"
"3211","Ward's Trogon","Trogons and Quetzals"
"3212","Eurasian Hoopoe","Hoopoes"
"3213","Madagascar Hoopoe","Hoopoes"
"3214","St. Helena Hoopoe","Hoopoes"
"3215","Green Woodhoopoe","Woodhoopoes and Scimitarbills"
"3216","Violet Woodhoopoe","Woodhoopoes and Scimitarbills"
"3217","Black-billed Woodhoopoe","Woodhoopoes and Scimitarbills"
"3218","White-headed Woodhoopoe","Woodhoopoes and Scimitarbills"
"3219","Forest Woodhoopoe","Woodhoopoes and Scimitarbills"
"3220","Black Scimitarbill","Woodhoopoes and Scimitarbills"
"3221","Common Scimitarbill","Woodhoopoes and Scimitarbills"
"3222","Abyssinian Scimitarbill","Woodhoopoes and Scimitarbills"
"3223","Abyssinian Ground-Hornbill","Hornbills"
"3224","Southern Ground-Hornbill","Hornbills"
"3225","Red-billed Dwarf Hornbill","Hornbills"
"3226","Crowned Hornbill","Hornbills"
"3227","Bradfield's Hornbill","Hornbills"
"3228","African Pied Hornbill","Hornbills"
"3229","Hemprich's Hornbill","Hornbills"
"3230","African Gray Hornbill","Hornbills"
"3231","Pale-billed Hornbill","Hornbills"
"3232","Eastern Yellow-billed Hornbill","Hornbills"
"3233","Southern Yellow-billed Hornbill","Hornbills"
"3234","Jackson's Hornbill","Hornbills"
"3235","Von der Decken's Hornbill","Hornbills"
"3236","Monteiro's Hornbill","Hornbills"
"3237","Southern Red-billed Hornbill","Hornbills"
"3238","Damara Red-billed Hornbill","Hornbills"
"3239","Tanzanian Red-billed Hornbill","Hornbills"
"3240","Western Red-billed Hornbill","Hornbills"
"3241","Northern Red-billed Hornbill","Hornbills"
"3242","White-crowned Hornbill","Hornbills"
"3243","White-crested Hornbill","Hornbills"
"3244","Black Dwarf Hornbill","Hornbills"
"3245","Black-casqued Hornbill","Hornbills"
"3246","Yellow-casqued Hornbill","Hornbills"
"3247","Silvery-cheeked Hornbill","Hornbills"
"3248","Black-and-white-casqued Hornbill","Hornbills"
"3249","Brown-cheeked Hornbill","Hornbills"
"3250","White-thighed Hornbill","Hornbills"
"3251","Trumpeter Hornbill","Hornbills"
"3252","Piping Hornbill","Hornbills"
"3253","Helmeted Hornbill","Hornbills"
"3254","Rufous Hornbill","Hornbills"
"3255","Rhinoceros Hornbill","Hornbills"
"3256","Great Hornbill","Hornbills"
"3257","Bushy-crested Hornbill","Hornbills"
"3258","Brown Hornbill","Hornbills"
"3259","Rusty-cheeked Hornbill","Hornbills"
"3260","Indian Gray Hornbill","Hornbills"
"3261","Malabar Gray Hornbill","Hornbills"
"3262","Sri Lanka Gray Hornbill","Hornbills"
"3263","Black Hornbill","Hornbills"
"3264","Sulu Hornbill","Hornbills"
"3265","Malabar Pied-Hornbill","Hornbills"
"3266","Oriental Pied-Hornbill","Hornbills"
"3267","Palawan Hornbill","Hornbills"
"3268","Rufous-necked Hornbill","Hornbills"
"3269","Knobbed Hornbill","Hornbills"
"3270","Sumba Hornbill","Hornbills"
"3271","Wreathed Hornbill","Hornbills"
"3272","Plain-pouched Hornbill","Hornbills"
"3273","Narcondam Hornbill","Hornbills"
"3274","Blyth's Hornbill","Hornbills"
"3275","Sulawesi Hornbill","Hornbills"
"3276","Wrinkled Hornbill","Hornbills"
"3277","Writhe-billed Hornbill","Hornbills"
"3278","Writhed Hornbill","Hornbills"
"3279","Visayan Hornbill","Hornbills"
"3280","Luzon Hornbill","Hornbills"
"3281","Mindoro Hornbill","Hornbills"
"3282","Samar Hornbill","Hornbills"
"3283","Mindanao Hornbill","Hornbills"
"3284","Cuban Tody","Todies"
"3285","Broad-billed Tody","Todies"
"3286","Narrow-billed Tody","Todies"
"3287","Jamaican Tody","Todies"
"3288","Puerto Rican Tody","Todies"
"3289","Tody Motmot","Motmots"
"3290","Blue-throated Motmot","Motmots"
"3291","Russet-crowned Motmot","Motmots"
"3292","Blue-capped Motmot","Motmots"
"3293","Lesson's Motmot","Motmots"
"3294","Whooping Motmot","Motmots"
"3295","Trinidad Motmot","Motmots"
"3296","Amazonian Motmot","Motmots"
"3297","Andean Motmot","Motmots"
"3298","Rufous Motmot","Motmots"
"3299","Rufous-capped Motmot","Motmots"
"3300","Keel-billed Motmot","Motmots"
"3301","Broad-billed Motmot","Motmots"
"3302","Turquoise-browed Motmot","Motmots"
"3303","Blyth's Kingfisher","Kingfishers"
"3304","Common Kingfisher","Kingfishers"
"3305","Half-collared Kingfisher","Kingfishers"
"3306","Shining-blue Kingfisher","Kingfishers"
"3307","Blue-eared Kingfisher","Kingfishers"
"3308","Blue-banded Kingfisher","Kingfishers"
"3309","Small Blue Kingfisher","Kingfishers"
"3310","Azure Kingfisher","Kingfishers"
"3311","Bismarck Kingfisher","Kingfishers"
"3312","Indigo-banded Kingfisher","Kingfishers"
"3313","Northern Silvery-Kingfisher","Kingfishers"
"3314","Southern Silvery-Kingfisher","Kingfishers"
"3315","Little Kingfisher","Kingfishers"
"3316","Black-backed Dwarf-Kingfisher","Kingfishers"
"3317","Rufous-backed Dwarf-Kingfisher","Kingfishers"
"3318","Philippine Dwarf-Kingfisher","Kingfishers"
"3319","Sulawesi Dwarf-Kingfisher","Kingfishers"
"3320","Dimorphic Dwarf-Kingfisher","Kingfishers"
"3321","Sula Dwarf-Kingfisher","Kingfishers"
"3322","North Moluccan Dwarf-Kingfisher","Kingfishers"
"3323","Seram Dwarf-Kingfisher","Kingfishers"
"3324","Buru Dwarf-Kingfisher","Kingfishers"
"3325","Papuan Dwarf-Kingfisher","Kingfishers"
"3326","Manus Dwarf-Kingfisher","Kingfishers"
"3327","New Ireland Dwarf-Kingfisher","Kingfishers"
"3328","New Britain Dwarf-Kingfisher","Kingfishers"
"3329","Bougainville Dwarf-Kingfisher","Kingfishers"
"3330","New Georgia Dwarf-Kingfisher","Kingfishers"
"3331","North Solomons Dwarf-Kingfisher","Kingfishers"
"3332","Malaita Dwarf-Kingfisher","Kingfishers"
"3333","Guadalcanal Dwarf-Kingfisher","Kingfishers"
"3334","Makira Dwarf-Kingfisher","Kingfishers"
"3335","Malachite Kingfisher","Kingfishers"
"3336","Malagasy Kingfisher","Kingfishers"
"3337","White-bellied Kingfisher","Kingfishers"
"3338","Madagascar Pygmy Kingfisher","Kingfishers"
"3339","African Pygmy Kingfisher","Kingfishers"
"3340","African Dwarf Kingfisher","Kingfishers"
"3341","Banded Kingfisher","Kingfishers"
"3342","Laughing Kookaburra","Kingfishers"
"3343","Blue-winged Kookaburra","Kingfishers"
"3344","Spangled Kookaburra","Kingfishers"
"3345","Rufous-bellied Kookaburra","Kingfishers"
"3346","Shovel-billed Kookaburra","Kingfishers"
"3347","Lilac-cheeked Kingfisher","Kingfishers"
"3348","Brown-winged Kingfisher","Kingfishers"
"3349","Stork-billed Kingfisher","Kingfishers"
"3350","Great-billed Kingfisher","Kingfishers"
"3351","Ruddy Kingfisher","Kingfishers"
"3352","Chocolate-backed Kingfisher","Kingfishers"
"3353","White-throated Kingfisher","Kingfishers"
"3354","Brown-breasted Kingfisher","Kingfishers"
"3355","Gray-headed Kingfisher","Kingfishers"
"3356","Black-capped Kingfisher","Kingfishers"
"3357","Javan Kingfisher","Kingfishers"
