"","primary_com_name","species_group"
"5598","Black-crowned Monjita","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5599","Salinas Monjita","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5600","Rusty-backed Monjita","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5601","Chocolate-vented Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5602","Black-billed Shrike-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5603","White-tailed Shrike-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5604","Great Shrike-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5605","Gray-bellied Shrike-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5606","Lesser Shrike-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5607","Streak-throated Bush-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5608","Santa Marta Bush-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5609","Smoky Bush-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5610","Rufous-bellied Bush-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5611","White-headed Marsh Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5612","Pied Water-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5613","Black-backed Water-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5614","Masked Water-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5615","Shear-tailed Gray Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5616","Streamer-tailed Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5617","Black-and-white Monjita","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5618","Cock-tailed Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5619","Strange-tailed Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5620","Tumbes Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5621","Crowned Chat-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5622","Jelski's Chat-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5623","Golden-browed Chat-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5624","Yellow-bellied Chat-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5625","Slaty-backed Chat-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5626","Rufous-breasted Chat-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5627","Brown-backed Chat-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5628","d'Orbigny's Chat-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5629","Piura Chat-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5630","White-browed Chat-Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5631","Patagonian Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5632","Long-tailed Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5633","Short-tailed Field Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5634","Large-headed Flatbill","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5635","Rufous-tailed Flatbill","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5636","Flammulated Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5637","Dusky-tailed Flatbill","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5638","Rufous-tailed Attila","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5639","Cinnamon Attila","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5640","Ochraceous Attila","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5641","Citron-bellied Attila","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5642","Dull-capped Attila","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5643","Gray-hooded Attila","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5644","Bright-rumped Attila","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5645","Choco Sirystes","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5646","White-rumped Sirystes","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5647","Todd's Sirystes","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5648","Sibilant Sirystes","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5649","Rufous Casiornis","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5650","Ash-throated Casiornis","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5651","Rufous Mourner","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5652","Grayish Mourner","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5653","Pale-bellied Mourner","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5654","Rufous Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5655","Yucatan Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5656","Sad Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5657","Dusky-capped Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5658","Swainson's Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5659","Venezuelan Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5660","Panama Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5661","Short-crested Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5662","Apical Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5663","Sooty-crowned Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5664","Pale-edged Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5665","Ash-throated Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5666","Nutting's Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5667","Great Crested Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5668","Brown-crested Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5669","Galapagos Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5670","Grenada Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5671","Rufous-tailed Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5672","La Sagra's Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5673","Stolid Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5674","Puerto Rican Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5675","Lesser Antillean Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5676","Cattle Tyrant","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5677","Lesser Kiskadee","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5678","Great Kiskadee","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5679","Boat-billed Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5680","Rusty-margined Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5681","Social Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5682","Gray-capped Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5683","Dusky-chested Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5684","White-bearded Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5685","White-ringed Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5686","Yellow-throated Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5687","Three-striped Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5688","Lemon-browed Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5689","Golden-bellied Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5690","Golden-crowned Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5691","Baird's Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5692","Streaked Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5693","Sulphur-bellied Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5694","Piratic Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5695","Variegated Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5696","Crowned Slaty Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5697","Sulphury Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5698","Snowy-throated Kingbird","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5699","White-throated Kingbird","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5700","Tropical Kingbird","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5701","Couch's Kingbird","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5702","Cassin's Kingbird","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5703","Thick-billed Kingbird","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5704","Western Kingbird","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5705","Eastern Kingbird","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5706","Gray Kingbird","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5707","Loggerhead Kingbird","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5708","Giant Kingbird","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5709","Scissor-tailed Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5710","Fork-tailed Flycatcher","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
"5711","Albert's Lyrebird","Lyrebirds"
"5712","Superb Lyrebird","Lyrebirds"
"5713","Rufous Scrub-bird","Scrub-birds and Bowerbirds"
"5714","Noisy Scrub-bird","Scrub-birds and Bowerbirds"
"5715","White-eared Catbird","Scrub-birds and Bowerbirds"
"5716","Ochre-breasted Catbird","Scrub-birds and Bowerbirds"
"5717","Tan-capped Catbird","Scrub-birds and Bowerbirds"
"5718","Spotted Catbird","Scrub-birds and Bowerbirds"
"5719","Huon Catbird","Scrub-birds and Bowerbirds"
"5720","Black-capped Catbird","Scrub-birds and Bowerbirds"
"5721","Northern Catbird","Scrub-birds and Bowerbirds"
"5722","Arfak Catbird","Scrub-birds and Bowerbirds"
"5723","Black-eared Catbird","Scrub-birds and Bowerbirds"
"5724","Green Catbird","Scrub-birds and Bowerbirds"
"5725","Tooth-billed Bowerbird","Scrub-birds and Bowerbirds"
"5726","Archbold's Bowerbird","Scrub-birds and Bowerbirds"
"5727","Vogelkop Bowerbird","Scrub-birds and Bowerbirds"
"5728","MacGregor's Bowerbird","Scrub-birds and Bowerbirds"
"5729","Streaked Bowerbird","Scrub-birds and Bowerbirds"
"5730","Golden-fronted Bowerbird","Scrub-birds and Bowerbirds"
"5731","Golden Bowerbird","Scrub-birds and Bowerbirds"
"5732","Masked Bowerbird","Scrub-birds and Bowerbirds"
"5733","Flame Bowerbird","Scrub-birds and Bowerbirds"
"5734","Fire-maned Bowerbird","Scrub-birds and Bowerbirds"
"5735","Regent Bowerbird","Scrub-birds and Bowerbirds"
"5736","Satin Bowerbird","Scrub-birds and Bowerbirds"
"5737","Western Bowerbird","Scrub-birds and Bowerbirds"
"5738","Spotted Bowerbird","Scrub-birds and Bowerbirds"
"5739","Great Bowerbird","Scrub-birds and Bowerbirds"
"5740","Yellow-breasted Bowerbird","Scrub-birds and Bowerbirds"
"5741","Fawn-breasted Bowerbird","Scrub-birds and Bowerbirds"
"5742","Papuan Treecreeper","Australian Treecreepers"
"5743","White-throated Treecreeper","Australian Treecreepers"
"5744","White-browed Treecreeper","Australian Treecreepers"
"5745","Red-browed Treecreeper","Australian Treecreepers"
"5746","Brown Treecreeper","Australian Treecreepers"
"5747","Black-tailed Treecreeper","Australian Treecreepers"
"5748","Rufous Treecreeper","Australian Treecreepers"
"5749","Gray Grasswren","Fairywrens"
"5750","Rufous Grasswren","Fairywrens"
"5751","Opalton Grasswren","Fairywrens"
"5752","Striated Grasswren","Fairywrens"
"5753","White-throated Grasswren","Fairywrens"
"5754","Carpentarian Grasswren","Fairywrens"
"5755","Short-tailed Grasswren","Fairywrens"
"5756","Western Grasswren","Fairywrens"
"5757","Thick-billed Grasswren","Fairywrens"
"5758","Black Grasswren","Fairywrens"
"5759","Eyrean Grasswren","Fairywrens"
"5760","Dusky Grasswren","Fairywrens"
"5761","Kalkadoon Grasswren","Fairywrens"
"5762","Southern Emuwren","Fairywrens"
"5763","Rufous-crowned Emuwren","Fairywrens"
"5764","Mallee Emuwren","Fairywrens"
"5765","Wallace's Fairywren","Fairywrens"
"5766","Orange-crowned Fairywren","Fairywrens"
"5767","Broad-billed Fairywren","Fairywrens"
"5768","Campbell's Fairywren","Fairywrens"
"5769","Emperor Fairywren","Fairywrens"
"5770","Purple-crowned Fairywren","Fairywrens"
"5771","Red-winged Fairywren","Fairywrens"
"5772","Blue-breasted Fairywren","Fairywrens"
"5773","Purple-backed Fairywren","Fairywrens"
"5774","Variegated Fairywren","Fairywrens"
"5775","Lovely Fairywren","Fairywrens"
"5776","Splendid Fairywren","Fairywrens"
"5777","Superb Fairywren","Fairywrens"
"5778","White-winged Fairywren","Fairywrens"
"5779","Red-backed Fairywren","Fairywrens"
"5780","White-shouldered Fairywren","Fairywrens"
"5781","Dark-eared Myza","Honeyeaters"
"5782","White-eared Myza","Honeyeaters"
"5783","Eastern Spinebill","Honeyeaters"
"5784","Western Spinebill","Honeyeaters"
"5785","Pied Honeyeater","Honeyeaters"
"5786","Plain Honeyeater","Honeyeaters"
"5787","Marbled Honeyeater","Honeyeaters"
"5788","Streak-headed Honeyeater","Honeyeaters"
"5789","Tui","Honeyeaters"
"5790","New Zealand Bellbird","Honeyeaters"
"5791","Chatham Island Bellbird","Honeyeaters"
"5792","Puff-backed Honeyeater","Honeyeaters"
"5793","Yellow-spotted Honeyeater","Honeyeaters"
"5794","Lewin's Honeyeater","Honeyeaters"
"5795","Streak-breasted Honeyeater","Honeyeaters"
"5796","Kimberley Honeyeater","Honeyeaters"
"5797","White-lined Honeyeater","Honeyeaters"
"5798","Orange-cheeked Honeyeater","Honeyeaters"
"5799","Forest Honeyeater","Honeyeaters"
"5800","Mottled Honeyeater","Honeyeaters"
"5801","Yellow-gaped Honeyeater","Honeyeaters"
"5802","Mountain Honeyeater","Honeyeaters"
"5803","Scrub Honeyeater","Honeyeaters"
"5804","Mimic Honeyeater","Honeyeaters"
"5805","Tagula Honeyeater","Honeyeaters"
"5806","Graceful Honeyeater","Honeyeaters"
"5807","Cryptic Honeyeater","Honeyeaters"
"5808","Elegant Honeyeater","Honeyeaters"
"5809","Yellow Honeyeater","Honeyeaters"
"5810","White-gaped Honeyeater","Honeyeaters"
"5811","White-fronted Honeyeater","Honeyeaters"
"5812","Yellow-faced Honeyeater","Honeyeaters"
"5813","Black-throated Honeyeater","Honeyeaters"
"5814","Obscure Honeyeater","Honeyeaters"
"5815","Yellow-tufted Honeyeater","Honeyeaters"
"5816","Purple-gaped Honeyeater","Honeyeaters"
"5817","Bell Miner","Honeyeaters"
"5818","Noisy Miner","Honeyeaters"
"5819","Yellow-throated Miner","Honeyeaters"
"5820","Black-eared Miner","Honeyeaters"
"5821","Sooty Melidectes","Honeyeaters"
"5822","Short-bearded Melidectes","Honeyeaters"
"5823","Long-bearded Melidectes","Honeyeaters"
"5824","Ornate Melidectes","Honeyeaters"
"5825","Cinnamon-browed Melidectes","Honeyeaters"
"5826","Vogelkop Melidectes","Honeyeaters"
"5827","Huon Melidectes","Honeyeaters"
"5828","Belford's Melidectes","Honeyeaters"
"5829","Yellow-browed Melidectes","Honeyeaters"
"5830","Bridled Honeyeater","Honeyeaters"
"5831","Eungella Honeyeater","Honeyeaters"
"5832","Spiny-cheeked Honeyeater","Honeyeaters"
"5833","Little Wattlebird","Honeyeaters"
"5834","Western Wattlebird","Honeyeaters"
"5835","Regent Honeyeater","Honeyeaters"
"5836","Red Wattlebird","Honeyeaters"
"5837","Yellow Wattlebird","Honeyeaters"
"5838","Varied Honeyeater","Honeyeaters"
"5839","Mangrove Honeyeater","Honeyeaters"
"5840","Singing Honeyeater","Honeyeaters"
"5841","Yellow-plumed Honeyeater","Honeyeaters"
"5842","White-plumed Honeyeater","Honeyeaters"
"5843","Yellow-tinted Honeyeater","Honeyeaters"
"5844","Fuscous Honeyeater","Honeyeaters"
"5845","Gray-headed Honeyeater","Honeyeaters"
"5846","Gray-fronted Honeyeater","Honeyeaters"
"5847","Bougainville Honeyeater","Honeyeaters"
"5848","Brown-backed Honeyeater","Honeyeaters"
"5849","Bar-breasted Honeyeater","Honeyeaters"
"5850","Rufous-banded Honeyeater","Honeyeaters"
"5851","Rufous-throated Honeyeater","Honeyeaters"
"5852","Gray Honeyeater","Honeyeaters"
"5853","Gibber Chat","Honeyeaters"
"5854","Yellow Chat","Honeyeaters"
"5855","Crimson Chat","Honeyeaters"
"5856","Orange Chat","Honeyeaters"
"5857","White-fronted Chat","Honeyeaters"
"5858","Arfak Honeyeater","Honeyeaters"
"5859","Smoky Honeyeater","Honeyeaters"
"5860","Foja Honeyeater","Honeyeaters"
"5861","Spangled Honeyeater","Honeyeaters"
"5862","Macgregor's Honeyeater","Honeyeaters"
"5863","Long-billed Honeyeater","Honeyeaters"
"5864","Olive Straightbill","Honeyeaters"
"5865","Tawny Straightbill","Honeyeaters"
"5866","Black Honeyeater","Honeyeaters"
"5867","Bismarck Honeyeater","Honeyeaters"
"5868","Seram Myzomela","Honeyeaters"
"5869","White-chinned Myzomela","Honeyeaters"
"5870","Ruby-throated Myzomela","Honeyeaters"
"5871","Ashy Myzomela","Honeyeaters"
"5872","Dusky Myzomela","Honeyeaters"
"5873","Red Myzomela","Honeyeaters"
"5874","Papuan Black Myzomela","Honeyeaters"
"5875","New Ireland Myzomela","Honeyeaters"
"5876","Alor Myzomela","Honeyeaters"
"5877","Crimson-hooded Myzomela","Honeyeaters"
"5878","Red-headed Myzomela","Honeyeaters"
"5879","Sumba Myzomela","Honeyeaters"
"5880","Rote Myzomela","Honeyeaters"
"5881","Elfin Myzomela","Honeyeaters"
"5882","Sulawesi Myzomela","Honeyeaters"
"5883","Taliabu Myzomela","Honeyeaters"
"5884","Wakolo Myzomela","Honeyeaters"
"5885","Banda Myzomela","Honeyeaters"
"5886","New Caledonian Myzomela","Honeyeaters"
"5887","Scarlet Myzomela","Honeyeaters"
"5888","Micronesian Myzomela","Honeyeaters"
"5889","Cardinal Myzomela","Honeyeaters"
"5890","Samoan Myzomela","Honeyeaters"
"5891","Rotuma Myzomela","Honeyeaters"
"5892","Sclater's Myzomela","Honeyeaters"
"5893","Bismarck Black Myzomela","Honeyeaters"
"5894","Scarlet-naped Myzomela","Honeyeaters"
"5895","Yellow-vented Myzomela","Honeyeaters"
"5896","Red-bellied Myzomela","Honeyeaters"
"5897","Black-headed Myzomela","Honeyeaters"
"5898","Sooty Myzomela","Honeyeaters"
"5899","Orange-breasted Myzomela","Honeyeaters"
"5900","Black-bellied Myzomela","Honeyeaters"
"5901","Black-breasted Myzomela","Honeyeaters"
"5902","Red-collared Myzomela","Honeyeaters"
"5903","Barred Honeyeater","Honeyeaters"
"5904","Tawny-crowned Honeyeater","Honeyeaters"
"5905","Vanuatu Honeyeater","Honeyeaters"
"5906","Green-backed Honeyeater","Honeyeaters"
"5907","Leaden Honeyeater","Honeyeaters"
"5908","Yellow-streaked Honeyeater","Honeyeaters"
"5909","Rufous-sided Honeyeater","Honeyeaters"
"5910","Mayr's Honeyeater","Honeyeaters"
"5911","Rufous-backed Honeyeater","Honeyeaters"
"5912","Gray-streaked Honeyeater","Honeyeaters"
"5913","Banded Honeyeater","Honeyeaters"
"5914","Sunda Honeyeater","Honeyeaters"
"5915","Olive Honeyeater","Honeyeaters"
"5916","Brown Honeyeater","Honeyeaters"
"5917","Indonesian Honeyeater","Honeyeaters"
"5918","Dark-brown Honeyeater","Honeyeaters"
"5919","White-tufted Honeyeater","Honeyeaters"
"5920","Silver-eared Honeyeater","Honeyeaters"
"5921","Buru Honeyeater","Honeyeaters"
"5922","Seram Honeyeater","Honeyeaters"
"5923","Yellow-eared Honeyeater","Honeyeaters"
"5924","Black-chested Honeyeater","Honeyeaters"
"5925","Crescent Honeyeater","Honeyeaters"
"5926","New Holland Honeyeater","Honeyeaters"
"5927","White-cheeked Honeyeater","Honeyeaters"
"5928","White-streaked Honeyeater","Honeyeaters"
"5929","White-eared Honeyeater","Honeyeaters"
"5930","Yellow-throated Honeyeater","Honeyeaters"
"5931","Blue-faced Honeyeater","Honeyeaters"
"5932","White-throated Honeyeater","Honeyeaters"
"5933","Gilbert's Honeyeater","Honeyeaters"
"5934","White-naped Honeyeater","Honeyeaters"
"5935","Black-headed Honeyeater","Honeyeaters"
"5936","Brown-headed Honeyeater","Honeyeaters"
"5937","Black-chinned Honeyeater","Honeyeaters"
"5938","Strong-billed Honeyeater","Honeyeaters"
"5939","Makira Honeyeater","Honeyeaters"
"5940","Guadalcanal Honeyeater","Honeyeaters"
"5941","Kadavu Honeyeater","Honeyeaters"
"5942","Chattering Giant-Honeyeater","Honeyeaters"
"5943","Duetting Giant-Honeyeater","Honeyeaters"
"5944","Mao","Honeyeaters"
"5945","Crow Honeyeater","Honeyeaters"
"5946","Western Wattled-Honeyeater","Honeyeaters"
"5947","Eastern Wattled-Honeyeater","Honeyeaters"
"5948","Northern Wattled-Honeyeater","Honeyeaters"
"5949","Tawny-breasted Honeyeater","Honeyeaters"
"5950","Spotted Honeyeater","Honeyeaters"
"5951","Macleay's Honeyeater","Honeyeaters"
"5952","Striped Honeyeater","Honeyeaters"
"5953","Painted Honeyeater","Honeyeaters"
"5954","White-streaked Friarbird","Honeyeaters"
"5955","Little Friarbird","Honeyeaters"
"5956","Meyer's Friarbird","Honeyeaters"
"5957","Timor Friarbird","Honeyeaters"
"5958","Gray Friarbird","Honeyeaters"
"5959","Brass's Friarbird","Honeyeaters"
"5960","Dusky Friarbird","Honeyeaters"
"5961","Buru Friarbird","Honeyeaters"
"5962","Tanimbar Friarbird","Honeyeaters"
"5963","Seram Friarbird","Honeyeaters"
"5964","New Ireland Friarbird","Honeyeaters"
"5965","Helmeted Friarbird","Honeyeaters"
"5966","White-naped Friarbird","Honeyeaters"
"5967","New Britain Friarbird","Honeyeaters"
"5968","Silver-crowned Friarbird","Honeyeaters"
"5969","Noisy Friarbird","Honeyeaters"
"5970","New Caledonian Friarbird","Honeyeaters"
"5971","Western Bristlebird","Bristlebirds"
"5972","Eastern Bristlebird","Bristlebirds"
"5973","Rufous Bristlebird","Bristlebirds"
"5974","Spotted Pardalote","Pardalotes"
"5975","Forty-spotted Pardalote","Pardalotes"
"5976","Red-browed Pardalote","Pardalotes"
"5977","Striated Pardalote","Pardalotes"
"5978","Goldenface","Thornbills and Allies"
"5979","Pilotbird","Thornbills and Allies"
"5980","Rockwarbler","Thornbills and Allies"
"5981","Fernwren","Thornbills and Allies"
"5982","Rusty Mouse-Warbler","Thornbills and Allies"
"5983","Bicolored Mouse-Warbler","Thornbills and Allies"
"5984","Mountain Mouse-Warbler","Thornbills and Allies"
"5985","Yellow-throated Scrubwren","Thornbills and Allies"
"5986","White-browed Scrubwren","Thornbills and Allies"
"5987","Tasmanian Scrubwren","Thornbills and Allies"
"5988","Atherton Scrubwren","Thornbills and Allies"
"5989","Tropical Scrubwren","Thornbills and Allies"
"5990","Perplexing Scrubwren","Thornbills and Allies"
"5991","Large Scrubwren","Thornbills and Allies"
"5992","Large-billed Scrubwren","Thornbills and Allies"
"5993","Vogelkop Scrubwren","Thornbills and Allies"
"5994","Buff-faced Scrubwren","Thornbills and Allies"
"5995","Papuan Scrubwren","Thornbills and Allies"
"5996","Gray-green Scrubwren","Thornbills and Allies"
"5997","Pale-billed Scrubwren","Thornbills and Allies"
"5998","Scrubtit","Thornbills and Allies"
"5999","Redthroat","Thornbills and Allies"
"6000","Speckled Warbler","Thornbills and Allies"
"6001","Rufous Fieldwren","Thornbills and Allies"
"6002","Western Fieldwren","Thornbills and Allies"
"6003","Striated Fieldwren","Thornbills and Allies"
"6004","Chestnut-rumped Heathwren","Thornbills and Allies"
"6005","Shy Heathwren","Thornbills and Allies"
"6006","Papuan Thornbill","Thornbills and Allies"
"6007","Buff-rumped Thornbill","Thornbills and Allies"
"6008","Western Thornbill","Thornbills and Allies"
"6009","Slender-billed Thornbill","Thornbills and Allies"
"6010","Mountain Thornbill","Thornbills and Allies"
"6011","Brown Thornbill","Thornbills and Allies"
"6012","Tasmanian Thornbill","Thornbills and Allies"
"6013","Inland Thornbill","Thornbills and Allies"
"6014","Yellow-rumped Thornbill","Thornbills and Allies"
"6015","Chestnut-rumped Thornbill","Thornbills and Allies"
"6016","Slaty-backed Thornbill","Thornbills and Allies"
"6017","Yellow Thornbill","Thornbills and Allies"
"6018","Gray Thornbill","Thornbills and Allies"
"6019","Striated Thornbill","Thornbills and Allies"
"6020","Weebill","Thornbills and Allies"
"6021","Green-backed Gerygone","Thornbills and Allies"
"6022","Fairy Gerygone","Thornbills and Allies"
"6023","Biak Gerygone","Thornbills and Allies"
"6024","White-throated Gerygone","Thornbills and Allies"
"6025","Yellow-bellied Gerygone","Thornbills and Allies"
"6026","Large-billed Gerygone","Thornbills and Allies"
"6027","Dusky Gerygone","Thornbills and Allies"
"6028","Brown Gerygone","Thornbills and Allies"
"6029","Golden-bellied Gerygone","Thornbills and Allies"
"6030","Plain Gerygone","Thornbills and Allies"
"6031","Rufous-sided Gerygone","Thornbills and Allies"
"6032","Brown-breasted Gerygone","Thornbills and Allies"
"6033","Western Gerygone","Thornbills and Allies"
"6034","Mangrove Gerygone","Thornbills and Allies"
"6035","Norfolk Island Gerygone","Thornbills and Allies"
"6036","Lord Howe Gerygone","Thornbills and Allies"
"6037","Gray Gerygone","Thornbills and Allies"
"6038","Chatham Island Gerygone","Thornbills and Allies"
"6039","Fan-tailed Gerygone","Thornbills and Allies"
"6040","Southern Whiteface","Thornbills and Allies"
"6041","Chestnut-breasted Whiteface","Thornbills and Allies"
"6042","Banded Whiteface","Thornbills and Allies"
"6043","Papuan Babbler","Pseudo-Babblers"
"6044","Gray-crowned Babbler","Pseudo-Babblers"
"6045","White-browed Babbler","Pseudo-Babblers"
"6046","Hall's Babbler","Pseudo-Babblers"
"6047","Chestnut-crowned Babbler","Pseudo-Babblers"
"6048","Papuan Logrunner","Logrunners"
"6049","Australian Logrunner","Logrunners"
"6050","Chowchilla","Logrunners"
"6051","Spotted Quail-thrush","Quail-thrushes and Jewel-babblers"
"6052","Chestnut Quail-thrush","Quail-thrushes and Jewel-babblers"
"6053","Copperback Quail-thrush","Quail-thrushes and Jewel-babblers"
"6054","Chestnut-breasted Quail-thrush","Quail-thrushes and Jewel-babblers"
